"Localidades";"Períodos";"Frota Total de Veículos ";"Número de Habitantes por Total de Veículos ";"Frota de Automóveis ";"Número de Habitantes por Automóvel ";"Frota de Ônibus ";"Frota de Caminhões ";"Frota de Reboques ";"Frota de Motocicletas e Assemelhados ";"Frota de Microônibus e Camionetas ";"Frota de Veículos de Outro Tipo ";"Cód. IBGE"
"Santa Maria da Serra";"2017";"3477";"1,7";"1904";"3,11";"34";"387";"273";"364";"514";"1";3547007
"Santa Mercedes";"2013";"1236";"2,28";"716";"3,94";"11";"83";"73";"214";"124";"15";3547106
"Santa Mercedes";"2014";"1316";"2,14";"768";"3,67";"10";"85";"76";"223";"139";"15";3547106
"Santa Mercedes";"2015";"1363";"2,07";"818";"3,44";"9";"76";"73";"233";"139";"15";3547106
"Santa Mercedes";"2016";"1412";"1,99";"855";"3,29";"9";"75";"75";"239";"144";"15";3547106
"Santa Mercedes";"2017";"1462";"1,93";"873";"3,22";"9";"81";"82";"245";"157";"15";3547106
"Santa Rita d'Oeste";"2013";"1270";"1,97";"748";"3,34";"7";"34";"56";"271";"153";"1";3547403
"Santa Rita d'Oeste";"2014";"1355";"1,84";"783";"3,18";"7";"38";"73";"283";"170";"1";3547403
"Santa Rita d'Oeste";"2015";"1428";"1,73";"817";"3,03";"6";"42";"80";"292";"190";"1";3547403
"Santa Rita d'Oeste";"2016";"1495";"1,65";"837";"2,94";"6";"47";"84";"304";"216";"1";3547403
"Santa Rita d'Oeste";"2017";"1543";"1,59";"872";"2,81";"7";"43";"85";"311";"224";"1";3547403
"Santa Rita do Passa Quatro";"2013";"16239";"1,63";"9912";"2,67";"52";"706";"475";"3096";"1996";"2";3547502
"Santa Rita do Passa Quatro";"2014";"16866";"1,57";"10265";"2,58";"54";"702";"474";"3253";"2116";"2";3547502
"Santa Rita do Passa Quatro";"2015";"17361";"1,52";"10552";"2,51";"52";"690";"477";"3370";"2218";"2";3547502
"Santa Rita do Passa Quatro";"2016";"17823";"1,48";"10828";"2,44";"53";"672";"487";"3456";"2325";"2";3547502
"Santa Rita do Passa Quatro";"2017";"18339";"1,44";"11132";"2,37";"58";"694";"512";"3507";"2434";"2";3547502
"Santa Rosa de Viterbo";"2013";"13411";"1,82";"8678";"2,81";"104";"624";"537";"2122";"1342";"4";3547601
"Santa Rosa de Viterbo";"2014";"14212";"1,73";"9203";"2,67";"106";"639";"576";"2238";"1446";"4";3547601
"Santa Rosa de Viterbo";"2015";"14824";"1,67";"9528";"2,6";"106";"649";"606";"2376";"1555";"4";3547601
"Santa Rosa de Viterbo";"2016";"15177";"1,64";"9805";"2,54";"106";"654";"604";"2411";"1593";"4";3547601
"Santa Rosa de Viterbo";"2017";"15676";"1,6";"10096";"2,49";"110";"654";"612";"2503";"1697";"4";3547601
"Santa Salete";"2013";"876";"1,65";"457";"3,17";"7";"50";"54";"166";"142";"-";3547650
"Santa Salete";"2014";"936";"1,55";"480";"3,01";"7";"54";"65";"182";"148";"-";3547650
"Santa Salete";"2015";"1009";"1,43";"503";"2,88";"9";"54";"81";"200";"162";"-";3547650
"Santa Salete";"2016";"1056";"1,37";"523";"2,76";"7";"60";"96";"209";"161";"-";3547650
"Santa Salete";"2017";"1094";"1,32";"532";"2,71";"8";"64";"102";"222";"166";"-";3547650
"Santana da Ponte Pensa";"2013";"914";"1,75";"530";"3,01";"5";"47";"74";"145";"113";"-";3547205
"Santana da Ponte Pensa";"2014";"945";"1,67";"545";"2,9";"5";"45";"77";"142";"131";"-";3547205
"Santana da Ponte Pensa";"2015";"966";"1,62";"555";"2,82";"6";"39";"69";"151";"146";"-";3547205
"Santana da Ponte Pensa";"2016";"982";"1,58";"575";"2,7";"6";"33";"65";"151";"152";"-";3547205
"Santana da Ponte Pensa";"2017";"1001";"1,54";"580";"2,66";"6";"33";"64";"157";"161";"-";3547205
"Santana de Parnaíba";"2013";"69045";"1,7";"42928";"2,74";"207";"2206";"679";"10124";"12866";"35";3547304
"Santana de Parnaíba";"2014";"72499";"1,67";"45076";"2,68";"198";"2300";"735";"10484";"13671";"35";3547304
"Santana de Parnaíba";"2015";"75411";"1,64";"46918";"2,64";"201";"2289";"772";"11090";"14105";"36";3547304
"Santana de Parnaíba";"2016";"77300";"1,64";"47960";"2,64";"208";"2327";"816";"11532";"14422";"35";3547304
"Santana de Parnaíba";"2017";"79863";"1,62";"49414";"2,62";"218";"2328";"894";"12029";"14942";"38";3547304
"Santo Anastácio";"2013";"11542";"1,76";"5980";"3,4";"64";"617";"377";"3311";"1179";"14";3547700
"Santo Anastácio";"2014";"12053";"1,68";"6254";"3,25";"64";"624";"394";"3412";"1289";"16";3547700
"Santo Anastácio";"2015";"12551";"1,61";"6464";"3,13";"65";"644";"411";"3560";"1391";"16";3547700
"Santo Anastácio";"2016";"12969";"1,56";"6659";"3,04";"64";"659";"438";"3665";"1468";"16";3547700
"Santo Anastácio";"2017";"13392";"1,51";"6867";"2,94";"64";"670";"466";"3762";"1546";"17";3547700
"Santo André";"2013";"485765";"1,4";"347984";"1,96";"1700";"12241";"4925";"68110";"50568";"237";3547809
"Santo André";"2014";"493654";"1,38";"352905";"1,94";"1693";"11817";"4939";"69840";"52223";"237";3547809
"Santo André";"2015";"500585";"1,37";"356985";"1,92";"1735";"11520";"5000";"71472";"53631";"242";3547809
"Santo André";"2016";"507047";"1,36";"360579";"1,91";"1742";"11279";"5239";"72969";"55000";"239";3547809
"Santo André";"2017";"515907";"1,34";"365793";"1,88";"1776";"11191";"5334";"74995";"56584";"234";3547809
"Santo Antônio da Alegria";"2013";"2597";"2,47";"1802";"3,55";"30";"113";"31";"249";"372";"-";3547908
"Santo Antônio da Alegria";"2014";"2684";"2,4";"1828";"3,52";"29";"118";"38";"259";"412";"-";3547908
"Santo Antônio da Alegria";"2015";"2806";"2,31";"1891";"3,43";"29";"125";"48";"268";"445";"-";3547908
"Santo Antônio da Alegria";"2016";"2956";"2,2";"1976";"3,29";"29";"129";"56";"286";"480";"-";3547908
"Santo Antônio da Alegria";"2017";"3122";"2,1";"2069";"3,16";"29";"136";"62";"305";"521";"-";3547908
"Santo Antônio de Posse";"2013";"12108";"1,76";"6354";"3,36";"146";"874";"181";"2934";"1617";"2";3548005
"Santo Antônio de Posse";"2014";"13010";"1,66";"6861";"3,14";"155";"937";"204";"3073";"1778";"2";3548005
"Santo Antônio de Posse";"2015";"13540";"1,61";"7198";"3,03";"160";"945";"224";"3163";"1848";"2";3548005
"Santo Antônio de Posse";"2016";"13981";"1,57";"7521";"2,93";"163";"961";"248";"3175";"1911";"2";3548005
"Santo Antônio de Posse";"2017";"14618";"1,52";"7914";"2,81";"167";"987";"258";"3285";"2005";"2";3548005
"Santo Antônio do Aracanguá";"2013";"3349";"2,34";"1775";"4,41";"89";"266";"303";"537";"379";"-";3548054
"Santo Antônio do Aracanguá";"2014";"3521";"2,24";"1890";"4,18";"88";"258";"316";"551";"418";"-";3548054
"Santo Antônio do Aracanguá";"2015";"3630";"2,19";"1959";"4,06";"87";"243";"317";"562";"462";"-";3548054
"Santo Antônio do Aracanguá";"2016";"3767";"2,13";"2030";"3,95";"91";"234";"346";"588";"478";"-";3548054
"Santo Antônio do Aracanguá";"2017";"3925";"2,06";"2109";"3,83";"96";"241";"359";"619";"501";"-";3548054
"Santo Antônio do Jardim";"2013";"3039";"1,94";"1846";"3,2";"14";"223";"27";"448";"479";"2";3548104
"Santo Antônio do Jardim";"2014";"3154";"1,86";"1878";"3,13";"14";"234";"32";"474";"520";"2";3548104
"Santo Antônio do Jardim";"2015";"3209";"1,83";"1924";"3,05";"15";"236";"35";"464";"533";"2";3548104
"Santo Antônio do Jardim";"2016";"3316";"1,77";"1972";"2,97";"16";"249";"44";"474";"559";"2";3548104
"Santo Antônio do Jardim";"2017";"3446";"1,7";"2060";"2,84";"16";"244";"47";"488";"589";"2";3548104
"Santo Antônio do Pinhal";"2013";"3404";"1,92";"1832";"3,56";"9";"167";"37";"794";"561";"4";3548203
"Santo Antônio do Pinhal";"2014";"3671";"1,78";"1970";"3,32";"12";"178";"43";"836";"628";"4";3548203
"Santo Antônio do Pinhal";"2015";"3918";"1,67";"2086";"3,14";"13";"183";"46";"900";"686";"4";3548203
"Santo Antônio do Pinhal";"2016";"4103";"1,6";"2180";"3,01";"14";"177";"46";"955";"727";"4";3548203
"Santo Antônio do Pinhal";"2017";"4375";"1,5";"2328";"2,83";"13";"178";"50";"1035";"767";"4";3548203
"Santo Expedito";"2013";"1045";"2,73";"687";"4,15";"12";"29";"22";"175";"120";"-";3548302
"Santo Expedito";"2014";"1131";"2,54";"744";"3,86";"13";"30";"27";"180";"137";"-";3548302
"Santo Expedito";"2015";"1219";"2,37";"787";"3,67";"14";"30";"30";"200";"158";"-";3548302
"Santo Expedito";"2016";"1286";"2,26";"823";"3,53";"15";"29";"34";"213";"172";"-";3548302
"Santo Expedito";"2017";"1336";"2,19";"868";"3,37";"16";"31";"35";"211";"175";"-";3548302
"Santópolis do Aguapeí";"2013";"1524";"2,89";"972";"4,52";"30";"79";"39";"234";"169";"1";3548401
"Santópolis do Aguapeí";"2014";"1636";"2,71";"1052";"4,22";"31";"80";"42";"246";"184";"1";3548401
"Santópolis do Aguapeí";"2015";"1709";"2,62";"1101";"4,07";"31";"85";"49";"255";"187";"1";3548401
"Santópolis do Aguapeí";"2016";"1797";"2,51";"1147";"3,94";"32";"86";"60";"267";"204";"1";3548401
"Santópolis do Aguapeí";"2017";"1869";"2,44";"1202";"3,79";"31";"86";"66";"271";"212";"1";3548401
"Santos";"2013";"266627";"1,58";"145704";"2,9";"675";"11246";"11427";"69522";"27132";"921";3548500
"Santos";"2014";"269620";"1,57";"145564";"2,9";"696";"11306";"11755";"70905";"28470";"924";3548500
"Santos";"2015";"271390";"1,56";"145161";"2,92";"715";"11076";"11796";"72620";"29101";"921";3548500
"Santos";"2016";"271412";"1,56";"143594";"2,96";"748";"10825";"11792";"73591";"29921";"941";3548500
"Santos";"2017";"272395";"1,56";"143113";"2,97";"675";"10606";"11886";"74668";"30510";"937";3548500
"São Bento do Sapucaí";"2013";"4546";"2,3";"2681";"3,91";"13";"151";"51";"1024";"626";"-";3548609
"São Bento do Sapucaí";"2014";"4895";"2,14";"2851";"3,68";"15";"163";"58";"1092";"716";"-";3548609
"São Bento do Sapucaí";"2015";"5297";"1,98";"3036";"3,45";"17";"182";"71";"1202";"789";"-";3548609
"São Bento do Sapucaí";"2016";"5619";"1,87";"3178";"3,3";"17";"206";"74";"1282";"859";"3";3548609
"São Bento do Sapucaí";"2017";"5880";"1,79";"3337";"3,15";"14";"203";"83";"1331";"909";"3";3548609
"São Bernardo do Campo";"2013";"536203";"1,46";"367772";"2,12";"4106";"21983";"15043";"71430";"55459";"410";3548708
"São Bernardo do Campo";"2014";"556546";"1,41";"380166";"2,07";"4238";"22098";"15615";"74806";"59208";"415";3548708
"São Bernardo do Campo";"2015";"567178";"1,4";"387428";"2,04";"4251";"20970";"15639";"77380";"61090";"420";3548708
"São Bernardo do Campo";"2016";"573620";"1,39";"390393";"2,04";"4224";"20130";"15473";"79534";"63450";"416";3548708
"São Bernardo do Campo";"2017";"582106";"1,37";"395860";"2,02";"4073";"19660";"15331";"82156";"64630";"396";3548708
"São Caetano do Sul";"2013";"136215";"1,1";"98738";"1,52";"673";"3555";"2065";"13478";"17645";"61";3548807
"São Caetano do Sul";"2014";"138167";"1,09";"99921";"1,5";"646";"3668";"2079";"13736";"18057";"60";3548807
"São Caetano do Sul";"2015";"139063";"1,08";"100104";"1,5";"640";"3666";"2114";"13824";"18644";"71";3548807
"São Caetano do Sul";"2016";"139702";"1,08";"100224";"1,5";"626";"3599";"2026";"14022";"19133";"72";3548807
"São Caetano do Sul";"2017";"140940";"1,07";"100521";"1,5";"589";"3551";"2035";"14366";"19812";"66";3548807
"São Carlos";"2013";"155041";"1,47";"99907";"2,29";"430";"4307";"2461";"31160";"16751";"25";3548906
"São Carlos";"2014";"162098";"1,42";"104166";"2,22";"428";"4519";"2668";"32398";"17894";"25";3548906
"São Carlos";"2015";"167621";"1,39";"107432";"2,17";"430";"4629";"2868";"33300";"18935";"27";3548906
"São Carlos";"2016";"171988";"1,37";"109916";"2,14";"444";"4709";"3121";"33979";"19791";"28";3548906
"São Carlos";"2017";"177403";"1,34";"113195";"2,09";"445";"4737";"3319";"34908";"20773";"26";3548906
"São Francisco";"2013";"1361";"2,03";"795";"3,47";"30";"43";"34";"303";"156";"-";3549003
"São Francisco";"2014";"1446";"1,9";"842";"3,26";"29";"47";"44";"317";"167";"-";3549003
"São Francisco";"2015";"1524";"1,79";"878";"3,12";"23";"50";"52";"338";"183";"-";3549003
"São Francisco";"2016";"1573";"1,73";"914";"2,98";"19";"47";"55";"341";"197";"-";3549003
"São Francisco";"2017";"1619";"1,68";"935";"2,9";"18";"46";"68";"342";"210";"-";3549003
"São João da Boa Vista";"2013";"59248";"1,43";"33730";"2,52";"101";"2129";"759";"15456";"7049";"24";3549102
"São João da Boa Vista";"2014";"62507";"1,36";"35404";"2,41";"101";"2203";"800";"16386";"7589";"24";3549102
"São João da Boa Vista";"2015";"64808";"1,32";"36461";"2,35";"105";"2249";"847";"17127";"7994";"25";3549102
"São João da Boa Vista";"2016";"66496";"1,29";"37323";"2,3";"113";"2264";"896";"17454";"8421";"25";3549102
"São João da Boa Vista";"2017";"68199";"1,27";"38113";"2,27";"118";"2296";"973";"17792";"8881";"26";3549102
"São João das Duas Pontes";"2013";"1012";"2,51";"703";"3,61";"5";"17";"23";"139";"124";"1";3549201
"São João das Duas Pontes";"2014";"1082";"2,34";"747";"3,38";"5";"18";"28";"147";"136";"1";3549201
"São João das Duas Pontes";"2015";"1149";"2,19";"765";"3,29";"4";"23";"29";"165";"162";"1";3549201
"São João das Duas Pontes";"2016";"1188";"2,11";"780";"3,22";"4";"24";"33";"172";"174";"1";3549201
"São João das Duas Pontes";"2017";"1248";"2";"816";"3,06";"5";"29";"37";"183";"177";"1";3549201
"São João de Iracema";"2013";"792";"2,28";"459";"3,93";"10";"44";"22";"170";"87";"-";3549250
"São João de Iracema";"2014";"853";"2,12";"493";"3,68";"10";"48";"22";"180";"100";"-";3549250
"São João de Iracema";"2015";"888";"2,05";"516";"3,53";"8";"49";"32";"184";"99";"-";3549250
"São João de Iracema";"2016";"908";"2,01";"527";"3,46";"8";"42";"34";"198";"99";"-";3549250
"São João de Iracema";"2017";"970";"1,89";"561";"3,27";"10";"42";"34";"209";"114";"-";3549250
"São João do Pau d'Alho";"2013";"1156";"1,79";"706";"2,92";"6";"43";"49";"195";"157";"-";3549300
"São João do Pau d'Alho";"2014";"1224";"1,67";"744";"2,76";"6";"44";"53";"203";"174";"-";3549300
"São João do Pau d'Alho";"2015";"1267";"1,61";"763";"2,67";"6";"41";"60";"220";"177";"-";3549300
"São João do Pau d'Alho";"2016";"1345";"1,51";"803";"2,52";"7";"44";"63";"234";"194";"-";3549300
"São João do Pau d'Alho";"2017";"1373";"1,47";"826";"2,44";"7";"44";"57";"241";"198";"-";3549300
"São Joaquim da Barra";"2013";"30666";"1,56";"15617";"3,05";"181";"1124";"1644";"9247";"2838";"15";3549409
"São Joaquim da Barra";"2014";"31952";"1,51";"16218";"2,97";"206";"1161";"1672";"9671";"3009";"15";3549409
"São Joaquim da Barra";"2015";"32842";"1,48";"16558";"2,93";"213";"1160";"1700";"10053";"3143";"15";3549409
"São Joaquim da Barra";"2016";"33533";"1,46";"16908";"2,89";"224";"1143";"1649";"10310";"3284";"15";3549409
"São Joaquim da Barra";"2017";"34337";"1,43";"17163";"2,87";"219";"1149";"1673";"10680";"3438";"15";3549409
"São José da Bela Vista";"2013";"2241";"3,79";"1354";"6,27";"49";"95";"51";"402";"290";"-";3549508
"São José da Bela Vista";"2014";"2424";"3,52";"1477";"5,77";"50";"96";"59";"428";"314";"-";3549508
"São José da Bela Vista";"2015";"2516";"3,4";"1558";"5,49";"52";"94";"55";"434";"323";"-";3549508
"São José da Bela Vista";"2016";"2608";"3,29";"1626";"5,28";"46";"94";"58";"434";"350";"-";3549508
"São José da Bela Vista";"2017";"2732";"3,16";"1719";"5,02";"47";"92";"64";"439";"371";"-";3549508
"São José do Barreiro";"2013";"1193";"3,41";"730";"5,58";"7";"43";"16";"233";"163";"1";3549607
"São José do Barreiro";"2014";"1267";"3,21";"762";"5,34";"6";"43";"19";"252";"184";"1";3549607
"São José do Barreiro";"2015";"1314";"3,1";"786";"5,18";"5";"41";"20";"273";"188";"1";3549607
"São José do Barreiro";"2016";"1421";"2,86";"833";"4,88";"4";"49";"22";"307";"205";"1";3549607
"São José do Barreiro";"2017";"1515";"2,69";"877";"4,64";"4";"51";"26";"324";"232";"1";3549607
"São José do Rio Pardo";"2013";"31705";"1,65";"19715";"2,65";"141";"1518";"678";"5612";"4035";"6";3549706
"São José do Rio Pardo";"2014";"33108";"1,58";"20400";"2,57";"153";"1589";"763";"5953";"4244";"6";3549706
"São José do Rio Pardo";"2015";"34438";"1,53";"21065";"2,5";"170";"1600";"790";"6301";"4505";"7";3549706
"São José do Rio Pardo";"2016";"35423";"1,49";"21597";"2,44";"165";"1588";"840";"6535";"4691";"7";3549706
"São José do Rio Pardo";"2017";"36398";"1,45";"22107";"2,39";"165";"1615";"893";"6772";"4839";"7";3549706
"São José do Rio Preto";"2013";"338565";"1,24";"189435";"2,22";"1594";"10659";"8177";"90513";"38062";"125";3549805
"São José do Rio Preto";"2014";"351138";"1,21";"195056";"2,18";"1718";"11042";"8885";"93682";"40642";"113";3549805
"São José do Rio Preto";"2015";"361933";"1,19";"199889";"2,15";"1718";"11348";"9374";"97024";"42459";"121";3549805
"São José do Rio Preto";"2016";"369620";"1,17";"203147";"2,14";"1625";"11219";"9961";"99748";"43804";"116";3549805
"São José do Rio Preto";"2017";"379247";"1,15";"208329";"2,1";"1607";"11054";"10736";"101847";"45557";"117";3549805
"São José dos Campos";"2013";"379145";"1,73";"264856";"2,47";"1625";"8534";"5352";"56098";"42433";"247";3549904
"São José dos Campos";"2014";"393924";"1,68";"274717";"2,42";"1695";"8738";"5570";"57592";"45355";"257";3549904
"São José dos Campos";"2015";"405042";"1,66";"281779";"2,39";"1789";"8769";"5697";"59123";"47609";"276";3549904
"São José dos Campos";"2016";"413600";"1,64";"286905";"2,37";"1798";"8602";"5954";"60251";"49802";"288";3549904
"São José dos Campos";"2017";"423988";"1,62";"293784";"2,34";"1890";"8584";"6248";"61038";"52152";"292";3549904
"São Lourenço da Serra";"2013";"6808";"2,12";"4326";"3,34";"29";"388";"64";"1079";"915";"7";3549953
"São Lourenço da Serra";"2014";"7341";"1,99";"4667";"3,13";"31";"399";"69";"1164";"1003";"8";3549953
"São Lourenço da Serra";"2015";"7671";"1,92";"4875";"3,03";"30";"409";"81";"1217";"1051";"8";3549953
"São Lourenço da Serra";"2016";"7916";"1,88";"5026";"2,97";"32";"411";"84";"1250";"1105";"8";3549953
"São Lourenço da Serra";"2017";"8274";"1,82";"5212";"2,89";"33";"400";"87";"1349";"1184";"9";3549953
"São Luís do Paraitinga";"2013";"4629";"2,26";"2628";"3,97";"31";"172";"57";"1097";"639";"5";3550001
"São Luís do Paraitinga";"2014";"5044";"2,07";"2843";"3,68";"30";"182";"62";"1208";"714";"5";3550001
"São Luís do Paraitinga";"2015";"5372";"1,95";"2999";"3,49";"31";"189";"77";"1296";"775";"5";3550001
"São Luís do Paraitinga";"2016";"5660";"1,85";"3139";"3,34";"31";"203";"81";"1378";"823";"5";3550001
"São Luís do Paraitinga";"2017";"5923";"1,77";"3245";"3,24";"29";"225";"94";"1444";"881";"5";3550001
"São Manuel";"2013";"23613";"1,64";"14726";"2,63";"233";"1154";"1320";"3819";"2347";"14";3550100
"São Manuel";"2014";"24478";"1,59";"15275";"2,54";"234";"1191";"1424";"3858";"2483";"13";3550100
"São Manuel";"2015";"25020";"1,56";"15626";"2,49";"233";"1185";"1494";"3879";"2590";"13";3550100
"São Manuel";"2016";"25461";"1,53";"15906";"2,46";"242";"1160";"1534";"3933";"2673";"13";3550100
"São Manuel";"2017";"26062";"1,5";"16208";"2,42";"243";"1170";"1573";"4040";"2815";"13";3550100
"São Miguel Arcanjo";"2013";"12805";"2,47";"7035";"4,49";"71";"761";"189";"3074";"1670";"5";3550209
"São Miguel Arcanjo";"2014";"13703";"2,31";"7535";"4,2";"79";"775";"210";"3240";"1859";"5";3550209
"São Miguel Arcanjo";"2015";"14719";"2,15";"8132";"3,9";"84";"804";"220";"3431";"2043";"5";3550209
"São Miguel Arcanjo";"2016";"15539";"2,04";"8637";"3,68";"89";"821";"259";"3563";"2165";"5";3550209
"São Miguel Arcanjo";"2017";"16210";"1,96";"9070";"3,51";"93";"845";"288";"3649";"2259";"6";3550209
"São Paulo";"2013";"7010508";"1,63";"4971813";"2,3";"41037";"135137";"78830";"919692";"860364";"3635";3550308
"São Paulo";"2014";"7323775";"1,57";"5160727";"2,23";"42917";"140902";"81302";"965417";"928706";"3804";3550308
"São Paulo";"2015";"7590181";"1,53";"5318961";"2,18";"43332";"146844";"83672";"1008631";"984765";"3976";3550308
"São Paulo";"2016";"7805127";"1,49";"5442775";"2,14";"44242";"152324";"86067";"1045615";"1029992";"4112";3550308
"São Paulo";"2017";"8036824";"1,46";"5582546";"2,1";"44510";"155993";"88328";"1083975";"1077258";"4214";3550308
"São Pedro";"2013";"20525";"1,58";"12330";"2,63";"80";"762";"637";"4269";"2433";"14";3550407
"São Pedro";"2014";"21546";"1,52";"12831";"2,55";"85";"796";"675";"4462";"2684";"13";3550407
"São Pedro";"2015";"22417";"1,47";"13298";"2,48";"95";"816";"736";"4680";"2777";"15";3550407
"São Pedro";"2016";"23223";"1,43";"13743";"2,42";"99";"849";"789";"4810";"2918";"15";3550407
"São Pedro";"2017";"24047";"1,39";"14239";"2,35";"106";"884";"835";"4898";"3068";"17";3550407
"São Pedro do Turvo";"2013";"2883";"2,51";"1598";"4,53";"44";"194";"71";"594";"377";"5";3550506
"São Pedro do Turvo";"2014";"3097";"2,34";"1690";"4,29";"45";"203";"77";"634";"443";"5";3550506
"São Pedro do Turvo";"2015";"3262";"2,23";"1762";"4,12";"44";"213";"84";"665";"489";"5";3550506
"São Pedro do Turvo";"2016";"3441";"2,12";"1865";"3,91";"46";"214";"86";"700";"525";"5";3550506
"São Pedro do Turvo";"2017";"3590";"2,04";"1944";"3,76";"50";"206";"90";"749";"547";"4";3550506
"São Roque";"2013";"40541";"2,01";"26343";"3,1";"213";"1313";"544";"6879";"5206";"43";3550605
"São Roque";"2014";"42930";"1,92";"27675";"2,98";"217";"1358";"614";"7268";"5758";"40";3550605
"São Roque";"2015";"44298";"1,89";"28509";"2,93";"219";"1361";"670";"7523";"5976";"40";3550605
"São Roque";"2016";"45613";"1,85";"29356";"2,87";"222";"1387";"699";"7712";"6197";"40";3550605
"São Roque";"2017";"46974";"1,81";"30104";"2,83";"224";"1387";"724";"7995";"6499";"41";3550605
"São Sebastião";"2013";"27633";"2,82";"14741";"5,29";"175";"707";"494";"8181";"3295";"40";3550704
"São Sebastião";"2014";"30066";"2,64";"15869";"5";"172";"913";"590";"8768";"3711";"43";3550704
"São Sebastião";"2015";"31730";"2,55";"16578";"4,88";"179";"979";"637";"9267";"4046";"44";3550704
"São Sebastião";"2016";"33495";"2,45";"17297";"4,75";"176";"1100";"719";"9747";"4408";"48";3550704
"São Sebastião";"2017";"35068";"2,38";"18149";"4,59";"179";"1133";"752";"10084";"4723";"48";3550704
"São Sebastião da Grama";"2013";"4865";"2,47";"3072";"3,91";"31";"248";"60";"725";"722";"7";3550803
"São Sebastião da Grama";"2014";"5179";"2,32";"3276";"3,66";"32";"259";"65";"774";"766";"7";3550803
"São Sebastião da Grama";"2015";"5435";"2,2";"3436";"3,49";"39";"263";"73";"792";"825";"7";3550803
"São Sebastião da Grama";"2016";"5638";"2,12";"3576";"3,35";"38";"272";"85";"806";"854";"7";3550803
