"Localidades";"Períodos";"PIB (Em mil reais correntes)";"PIB per Capita (Em reais correntes)";"Participação no PIB do Estado (Em %)";"Cód. IBGE"
"Silveiras";"2011";"39094,13";"6705,68";"0,002721";3552007
"Silveiras";"2012";"42419,68";"7225,29";"0,002721";3552007
"Silveiras";"2013";"52372,47";"8857,17";"0,003053";3552007
"Silveiras";"2014";"55585,7";"9334,29";"0,002991";3552007
"Silveiras";"2015";"60098,67";"10019,79";"0,003098";3552007
"Socorro";"2011";"487411,36";"13213,28";"0,033926";3552106
"Socorro";"2012";"530287,98";"14283,08";"0,034014";3552106
"Socorro";"2013";"585297,38";"15663,9";"0,034123";3552106
"Socorro";"2014";"667718,07";"17754,68";"0,035934";3552106
"Socorro";"2015";"684843,42";"18093,14";"0,035303";3552106
"Sorocaba";"2011";"22985028,44";"38748,63";"1,599879";3552205
"Sorocaba";"2012";"25969688,84";"43233,96";"1,665756";3552205
"Sorocaba";"2013";"29354936,13";"48259,79";"1,71142";3552205
"Sorocaba";"2014";"32662451,57";"53027,33";"1,757751";3552205
"Sorocaba";"2015";"30566793,48";"49005,74";"1,575697";3552205
"Sud Mennucci";"2011";"145402,95";"19477,96";"0,010121";3552304
"Sud Mennucci";"2012";"175998,13";"23478,94";"0,011289";3552304
"Sud Mennucci";"2013";"160188,03";"21281,79";"0,009339";3552304
"Sud Mennucci";"2014";"161995,36";"21430,79";"0,008718";3552304
"Sud Mennucci";"2015";"198106,44";"26100,98";"0,010212";3552304
"Sumaré";"2011";"9507708,77";"38766,31";"0,661787";3552403
"Sumaré";"2012";"11180730,37";"44778,45";"0,717158";3552403
"Sumaré";"2013";"11674929,87";"45927,22";"0,680659";3552403
"Sumaré";"2014";"11969865,56";"46251,23";"0,644166";3552403
"Sumaré";"2015";"12663336,6";"48061,85";"0,652786";3552403
"Suzanápolis";"2011";"95168,55";"27681,37";"0,006624";3552551
"Suzanápolis";"2012";"83248,27";"23798,82";"0,00534";3552551
"Suzanápolis";"2013";"104034,32";"29214,92";"0,006065";3552551
"Suzanápolis";"2014";"106781,9";"29465,2";"0,005747";3552551
"Suzanápolis";"2015";"116231,58";"31516,15";"0,005992";3552551
"Suzano";"2011";"7219540,08";"27238,41";"0,502518";3552502
"Suzano";"2012";"7748116,63";"28915,95";"0,496982";3552502
"Suzano";"2013";"8963829,28";"33090,66";"0,5226";3552502
"Suzano";"2014";"10130267,77";"36991,49";"0,545167";3552502
"Suzano";"2015";"10328166,64";"37305,73";"0,53241";3552502
"Tabapuã";"2011";"182362,68";"15972,91";"0,012693";3552601
"Tabapuã";"2012";"188388,63";"16410,16";"0,012084";3552601
"Tabapuã";"2013";"217644,79";"18855,13";"0,012689";3552601
"Tabapuã";"2014";"223044,48";"19218,03";"0,012003";3552601
"Tabapuã";"2015";"224263,52";"19217,1";"0,011561";3552601
"Tabatinga";"2011";"147194,61";"9948,27";"0,010246";3552700
"Tabatinga";"2012";"154037,61";"10322,85";"0,00988";3552700
"Tabatinga";"2013";"170489,29";"11328,94";"0,00994";3552700
"Tabatinga";"2014";"189697,25";"12498,17";"0,010209";3552700
"Tabatinga";"2015";"198072,03";"12939,96";"0,01021";3552700
"Taboão da Serra";"2011";"6054166,05";"24406,06";"0,421402";3552809
"Taboão da Serra";"2012";"6434869,34";"25526,18";"0,412747";3552809
"Taboão da Serra";"2013";"7060897,96";"27561,93";"0,411657";3552809
"Taboão da Serra";"2014";"7326979,05";"28143,34";"0,394306";3552809
"Taboão da Serra";"2015";"7709488,79";"29139,25";"0,397419";3552809
"Taciba";"2011";"80687,83";"14044,88";"0,005616";3552908
"Taciba";"2012";"97986,98";"16952,76";"0,006285";3552908
"Taciba";"2013";"110193,32";"18946,58";"0,006424";3552908
"Taciba";"2014";"106678,21";"18232,47";"0,005741";3552908
"Taciba";"2015";"113064,54";"19205,8";"0,005828";3552908
"Taguaí";"2011";"135711,97";"12280,52";"0,009446";3553005
"Taguaí";"2012";"147423,03";"13030,14";"0,009456";3553005
"Taguaí";"2013";"168162,69";"14519,31";"0,009804";3553005
"Taguaí";"2014";"174625,44";"14727,62";"0,009398";3553005
"Taguaí";"2015";"178952,93";"14741,98";"0,009225";3553005
"Taiaçu";"2011";"56709,43";"9600,38";"0,003947";3553104
"Taiaçu";"2012";"59789,74";"10094,5";"0,003835";3553104
"Taiaçu";"2013";"66321,5";"11170,88";"0,003867";3553104
"Taiaçu";"2014";"67950,81";"11414,55";"0,003657";3553104
"Taiaçu";"2015";"70604,51";"11830,51";"0,00364";3553104
"Taiúva";"2011";"67197,81";"11727,37";"0,004677";3553203
"Taiúva";"2012";"71634,97";"11850,28";"0,004595";3553203
"Taiúva";"2013";"79752,44";"12473,01";"0,00465";3553203
"Taiúva";"2014";"85008,83";"13343,09";"0,004575";3553203
"Taiúva";"2015";"86451,69";"13610,15";"0,004457";3553203
"Tambaú";"2011";"418701,95";"18659,56";"0,029144";3553302
"Tambaú";"2012";"425547,48";"18935,94";"0,027296";3553302
"Tambaú";"2013";"463508,29";"20593,96";"0,027023";3553302
"Tambaú";"2014";"488048,32";"21652,54";"0,026265";3553302
"Tambaú";"2015";"498430,87";"22078,89";"0,025694";3553302
"Tanabi";"2011";"457345,15";"18925,93";"0,031834";3553401
"Tanabi";"2012";"483487,79";"19906,45";"0,031012";3553401
"Tanabi";"2013";"726895,12";"29776,14";"0,042379";3553401
"Tanabi";"2014";"763863,4";"31132,35";"0,041108";3553401
"Tanabi";"2015";"766173,51";"31068,23";"0,039496";3553401
"Tapiraí";"2011";"81337,96";"10208,08";"0,005662";3553500
"Tapiraí";"2012";"89398,58";"11284,85";"0,005734";3553500
"Tapiraí";"2013";"119207,74";"15137,49";"0,00695";3553500
"Tapiraí";"2014";"144493,87";"18458,59";"0,007776";3553500
"Tapiraí";"2015";"147403,89";"18941,65";"0,007599";3553500
"Tapiratiba";"2011";"177123,95";"13922,65";"0,012329";3553609
"Tapiratiba";"2012";"222374,97";"17504,33";"0,014264";3553609
"Tapiratiba";"2013";"229144,98";"18061,4";"0,013359";3553609
"Tapiratiba";"2014";"248577,3";"19620,91";"0,013377";3553609
"Tapiratiba";"2015";"271814,53";"21483,92";"0,014012";3553609
"Taquaral";"2011";"24315,52";"8916,58";"0,001692";3553658
"Taquaral";"2012";"22430,05";"8222,16";"0,001439";3553658
"Taquaral";"2013";"19941,11";"7307,11";"0,001163";3553658
"Taquaral";"2014";"24354,64";"8921,11";"0,001311";3553658
"Taquaral";"2015";"28366,78";"10386,96";"0,001462";3553658
"Taquaritinga";"2011";"869827,51";"16102,25";"0,060545";3553708
"Taquaritinga";"2012";"940700,53";"17399,76";"0,060339";3553708
"Taquaritinga";"2013";"1193769,76";"22061,5";"0,069598";3553708
"Taquaritinga";"2014";"1308795,61";"24167,14";"0,070434";3553708
"Taquaritinga";"2015";"1187573,8";"21909,74";"0,061219";3553708
"Taquarituba";"2011";"291894,11";"13038,55";"0,020317";3553807
"Taquarituba";"2012";"358298,49";"15935";"0,022982";3553807
"Taquarituba";"2013";"395541,6";"17514,24";"0,02306";3553807
"Taquarituba";"2014";"425595,16";"18761,91";"0,022904";3553807
"Taquarituba";"2015";"525779,51";"23076,7";"0,027104";3553807
"Taquarivaí";"2011";"59649,46";"11464,44";"0,004152";3553856
"Taquarivaí";"2012";"77170,36";"14668,38";"0,00495";3553856
"Taquarivaí";"2013";"112966,92";"21234,38";"0,006586";3553856
"Taquarivaí";"2014";"166835,81";"31010,37";"0,008978";3553856
"Taquarivaí";"2015";"175048,31";"32178";"0,009024";3553856
"Tarabai";"2011";"65481,57";"9821,74";"0,004558";3553906
"Tarabai";"2012";"68842,65";"10223,14";"0,004416";3553906
"Tarabai";"2013";"76572,55";"11257,36";"0,004464";3553906
"Tarabai";"2014";"79837,07";"11621,12";"0,004296";3553906
"Tarabai";"2015";"87933,72";"12670,56";"0,004533";3553906
"Tarumã";"2011";"638898,06";"48912,73";"0,044471";3553955
"Tarumã";"2012";"697193,3";"52574,72";"0,04472";3553955
"Tarumã";"2013";"750416,02";"55739,14";"0,04375";3553955
"Tarumã";"2014";"767282,69";"56133,05";"0,041292";3553955
"Tarumã";"2015";"872659,86";"62880,81";"0,044985";3553955
"Tatuí";"2011";"2657238,83";"24492,49";"0,184958";3554003
"Tatuí";"2012";"2987680,93";"27210,46";"0,191637";3554003
"Tatuí";"2013";"3311741,27";"29802,75";"0,193078";3554003
"Tatuí";"2014";"3417705,5";"30390,68";"0,183926";3554003
"Tatuí";"2015";"3609591,58";"31714,83";"0,186072";3554003
"Taubaté";"2011";"13125858,88";"46646";"0,913629";3554102
"Taubaté";"2012";"13814209,85";"48566,17";"0,886075";3554102
"Taubaté";"2013";"14685905,6";"51077,68";"0,856202";3554102
"Taubaté";"2014";"15436985,01";"53114,86";"0,830751";3554102
"Taubaté";"2015";"14703591,83";"50049,33";"0,75796";3554102
"Tejupá";"2011";"39091,68";"8152,59";"0,002721";3554201
"Tejupá";"2012";"44838,95";"9388,39";"0,002876";3554201
"Tejupá";"2013";"58609,54";"12320,69";"0,003417";3554201
"Tejupá";"2014";"71200,78";"15024,43";"0,003832";3554201
"Tejupá";"2015";"76642,25";"16234,33";"0,003951";3554201
"Teodoro Sampaio";"2011";"368263,71";"17141,3";"0,025633";3554300
"Teodoro Sampaio";"2012";"415749,6";"19252,12";"0,026667";3554300
"Teodoro Sampaio";"2013";"488245,17";"22493,56";"0,028465";3554300
"Teodoro Sampaio";"2014";"497214,58";"22789,19";"0,026758";3554300
"Teodoro Sampaio";"2015";"554429,72";"25281,79";"0,02858";3554300
"Terra Roxa";"2011";"86594,15";"10113,78";"0,006027";3554409
"Terra Roxa";"2012";"101079,4";"11717,99";"0,006483";3554409
"Terra Roxa";"2013";"110058,35";"12664,94";"0,006417";3554409
"Terra Roxa";"2014";"108026,31";"12340,22";"0,005814";3554409
"Terra Roxa";"2015";"110509,29";"12529,4";"0,005697";3554409
"Tietê";"2011";"1450356,9";"38959,81";"0,100952";3554508
"Tietê";"2012";"1417808,14";"37637,59";"0,090941";3554508
"Tietê";"2013";"1554004,43";"40768,26";"0,0906";3554508
"Tietê";"2014";"1640139,15";"42522,6";"0,088265";3554508
"Tietê";"2015";"1629949,74";"41760,39";"0,084023";3554508
"Timburi";"2011";"26366,42";"9998,64";"0,001835";3554607
"Timburi";"2012";"26890,04";"10239,92";"0,001725";3554607
"Timburi";"2013";"32694,69";"12497,97";"0,001906";3554607
"Timburi";"2014";"37835,66";"14524,24";"0,002036";3554607
"Timburi";"2015";"45330,41";"17468,37";"0,002337";3554607
"Torre de Pedra";"2011";"14404,3";"6373,58";"0,001003";3554656
"Torre de Pedra";"2012";"16886,15";"7451,96";"0,001083";3554656
"Torre de Pedra";"2013";"23578,7";"10373,38";"0,001375";3554656
"Torre de Pedra";"2014";"21223,68";"9312,71";"0,001142";3554656
"Torre de Pedra";"2015";"22284,28";"9748,15";"0,001149";3554656
"Torrinha";"2011";"135360,64";"14453,89";"0,009422";3554706
"Torrinha";"2012";"146138,58";"15541,7";"0,009374";3554706
"Torrinha";"2013";"146931,38";"15561,47";"0,008566";3554706
"Torrinha";"2014";"167115,67";"17626,38";"0,008993";3554706
"Torrinha";"2015";"178864,39";"18788,28";"0,00922";3554706
"Trabiju";"2011";"28439,3";"18253,72";"0,00198";3554755
"Trabiju";"2012";"29125,93";"18504,4";"0,001868";3554755
"Trabiju";"2013";"34222,87";"21537,36";"0,001995";3554755
"Trabiju";"2014";"33251,29";"20717,31";"0,001789";3554755
"Trabiju";"2015";"32236,13";"19886,57";"0,001662";3554755
"Tremembé";"2011";"470287,49";"11339,61";"0,032734";3554805
"Tremembé";"2012";"513507,53";"12218,52";"0,032938";3554805
"Tremembé";"2013";"538165,82";"12636,56";"0,031376";3554805
"Tremembé";"2014";"606632,53";"14056,41";"0,032646";3554805
"Tremembé";"2015";"659008,7";"15067,88";"0,033971";3554805
"Três Fronteiras";"2011";"62519,25";"11494,62";"0,004352";3554904
"Três Fronteiras";"2012";"73816,11";"13539,27";"0,004735";3554904
"Três Fronteiras";"2013";"72125,74";"13197,76";"0,004205";3554904
"Três Fronteiras";"2014";"85488,96";"15605,87";"0,004601";3554904
"Três Fronteiras";"2015";"86065,82";"15671,13";"0,004437";3554904
"Tuiuti";"2011";"105968,08";"17693,79";"0,007376";3554953
"Tuiuti";"2012";"96792,78";"15980,32";"0,006209";3554953
"Tuiuti";"2013";"103514,3";"16894,78";"0,006035";3554953
"Tuiuti";"2014";"107264,28";"17309,07";"0,005772";3554953
"Tuiuti";"2015";"110697,7";"17660,77";"0,005706";3554953
"Tupã";"2011";"1168395,43";"18428,37";"0,081326";3555000
"Tupã";"2012";"1331559,57";"21026,06";"0,085409";3555000
"Tupã";"2013";"1457289,93";"23037,97";"0,084961";3555000
"Tupã";"2014";"1554497,18";"24602,7";"0,083656";3555000
"Tupã";"2015";"1540661,8";"24411,94";"0,07942";3555000
"Tupi Paulista";"2011";"187396,85";"13050,83";"0,013044";3555109
"Tupi Paulista";"2012";"208069,52";"14392,3";"0,013346";3555109
"Tupi Paulista";"2013";"236063,41";"16216,49";"0,013763";3555109
"Tupi Paulista";"2014";"248336,64";"16943,21";"0,013364";3555109
"Tupi Paulista";"2015";"247769,56";"16784,28";"0,012772";3555109
"Turiúba";"2011";"37234,99";"19292,74";"0,002592";3555208
"Turiúba";"2012";"30880,59";"16016,91";"0,001981";3555208
"Turiúba";"2013";"30949,2";"16052,49";"0,001804";3555208
"Turiúba";"2014";"30278,89";"15721,13";"0,001629";3555208
"Turiúba";"2015";"31702,5";"16460,28";"0,001634";3555208
"Turmalina";"2011";"30230,89";"15408,2";"0,002104";3555307
"Turmalina";"2012";"31136,61";"16033,27";"0,001997";3555307
"Turmalina";"2013";"31756,92";"16514,26";"0,001851";3555307
"Turmalina";"2014";"41309,83";"21696,34";"0,002223";3555307
"Turmalina";"2015";"40906,44";"21701,03";"0,002109";3555307
"Ubarana";"2011";"288490,34";"53832,87";"0,02008";3555356
"Ubarana";"2012";"293715,48";"53991,82";"0,01884";3555356
"Ubarana";"2013";"290565,9";"52610,16";"0,01694";3555356
"Ubarana";"2014";"207541,89";"37014,78";"0,011169";3555356
"Ubarana";"2015";"378215,49";"66458,53";"0,019497";3555356
"Ubatuba";"2011";"1042988,23";"13085,44";"0,072597";3555406
"Ubatuba";"2012";"1198118,58";"14840,69";"0,07685";3555406
"Ubatuba";"2013";"1463235,83";"17894,31";"0,085308";3555406
"Ubatuba";"2014";"1658499,13";"20024,62";"0,089253";3555406
"Ubatuba";"2015";"1705877,21";"20334,69";"0,087937";3555406
"Ubirajara";"2011";"44200,43";"9934,91";"0,003077";3555505
"Ubirajara";"2012";"48148,44";"10764,24";"0,003088";3555505
"Ubirajara";"2013";"49660,71";"11040,62";"0,002895";3555505
"Ubirajara";"2014";"62289,25";"13774,71";"0,003352";3555505
"Ubirajara";"2015";"62965,16";"13847,63";"0,003246";3555505
"Uchoa";"2011";"201036,19";"21181,77";"0,013993";3555604
"Uchoa";"2012";"226615,42";"23816,65";"0,014536";3555604
"Uchoa";"2013";"239300,86";"25086,58";"0,013951";3555604
"Uchoa";"2014";"241870,93";"25289,72";"0,013016";3555604
"Uchoa";"2015";"255085,37";"26604,65";"0,013149";3555604
"União Paulista";"2011";"32102,15";"19926,85";"0,002234";3555703
"União Paulista";"2012";"36901,67";"22680,81";"0,002367";3555703
"União Paulista";"2013";"39511,22";"24062,86";"0,002304";3555703
"União Paulista";"2014";"36025,71";"21754,66";"0,001939";3555703
"União Paulista";"2015";"40637,69";"24304,84";"0,002095";3555703
"Urânia";"2011";"136545,15";"15488,33";"0,009504";3555802
"Urânia";"2012";"139934,42";"15908,87";"0,008976";3555802
"Urânia";"2013";"153912,27";"17539,86";"0,008973";3555802
"Urânia";"2014";"155532,06";"17764,94";"0,00837";3555802
"Urânia";"2015";"155789,32";"17835,07";"0,008031";3555802
"Uru";"2011";"21250,3";"17054,82";"0,001479";3555901
"Uru";"2012";"19764,91";"15926,6";"0,001268";3555901
"Uru";"2013";"21139,78";"17131,1";"0,001232";3555901
"Uru";"2014";"23726,08";"19305,19";"0,001277";3555901
"Uru";"2015";"32169,57";"26303,82";"0,001658";3555901
"Urupês";"2011";"181364,37";"14217,97";"0,012624";3556008
"Urupês";"2012";"208123,46";"16252,03";"0,01335";3556008
"Urupês";"2013";"243934,49";"18974,37";"0,014222";3556008
"Urupês";"2014";"276296,16";"21408,35";"0,014869";3556008
"Urupês";"2015";"285206,99";"22013,51";"0,014702";3556008
"Valentim Gentil";"2011";"231039,87";"20641,46";"0,016082";3556107
"Valentim Gentil";"2012";"251126,78";"22073,2";"0,016108";3556107
"Valentim Gentil";"2013";"282431,35";"24425,44";"0,016466";3556107
"Valentim Gentil";"2014";"305016,94";"25954,47";"0,016415";3556107
"Valentim Gentil";"2015";"310668,1";"26008,21";"0,016015";3556107
"Valinhos";"2011";"4356620,94";"40087,42";"0,303244";3556206
"Valinhos";"2012";"4520986,44";"40792,45";"0,289986";3556206
"Valinhos";"2013";"5080807,42";"44954,15";"0,296216";3556206
"Valinhos";"2014";"5338649,51";"46319,12";"0,287303";3556206
"Valinhos";"2015";"5242015,46";"44597,72";"0,270222";3556206
"Valparaíso";"2011";"529223,14";"23325,1";"0,036837";3556305
"Valparaíso";"2012";"573780,23";"25120,63";"0,036804";3556305
"Valparaíso";"2013";"666309,98";"28978,82";"0,038846";3556305
"Valparaíso";"2014";"693267,97";"29950,66";"0,037309";3556305
"Valparaíso";"2015";"706586,99";"30323,02";"0,036424";3556305
"Vargem";"2011";"64496,93";"7241,15";"0,004489";3556354
"Vargem";"2012";"75775,35";"8389,65";"0,00486";3556354
"Vargem";"2013";"92575,74";"10107,63";"0,005397";3556354
"Vargem";"2014";"99254,25";"10687,44";"0,005341";3556354
"Vargem";"2015";"105266,93";"11178,39";"0,005426";3556354
"Vargem Grande do Sul";"2011";"515517,09";"13058,67";"0,035883";3556404
"Vargem Grande do Sul";"2012";"606763,54";"15277,56";"0,038919";3556404
"Vargem Grande do Sul";"2013";"706058,38";"17670,46";"0,041164";3556404
"Vargem Grande do Sul";"2014";"759352,45";"18889,83";"0,040865";3556404
"Vargem Grande do Sul";"2015";"839284,19";"20752,27";"0,043265";3556404
"Vargem Grande Paulista";"2011";"1087535,55";"24789,4";"0,075698";3556453
"Vargem Grande Paulista";"2012";"1277720,93";"28479,24";"0,081956";3556453
"Vargem Grande Paulista";"2013";"1425122,29";"31060,6";"0,083086";3556453
"Vargem Grande Paulista";"2014";"1532990,65";"32671,74";"0,082499";3556453
"Vargem Grande Paulista";"2015";"1948503,87";"40606,52";"0,100444";3556453
"Várzea Paulista";"2011";"2026137,25";"18691,3";"0,14103";3556503
"Várzea Paulista";"2012";"2144553,04";"19521,14";"0,137557";3556503
"Várzea Paulista";"2013";"2332726,6";"20952,13";"0,136";3556503
"Várzea Paulista";"2014";"2344124,38";"20775,17";"0,126151";3556503
"Várzea Paulista";"2015";"2404586,2";"21028,12";"0,123955";3556503
"Vera Cruz";"2011";"83709,54";"7792,73";"0,005827";3556602
"Vera Cruz";"2012";"104042,86";"9712,74";"0,006674";3556602
"Vera Cruz";"2013";"106821,97";"9999,25";"0,006228";3556602
"Vera Cruz";"2014";"119395,46";"11206,63";"0,006425";3556602
"Vera Cruz";"2015";"126824,45";"11937,54";"0,006538";3556602
"Vinhedo";"2011";"5189337,8";"79957,75";"0,361205";3556701
"Vinhedo";"2012";"5739624,2";"86462,26";"0,368153";3556701
"Vinhedo";"2013";"6717859,23";"98939";"0,391657";3556701
"Vinhedo";"2014";"7306489,55";"105206,55";"0,393203";3556701
"Vinhedo";"2015";"7635817,73";"107493,74";"0,393621";3556701
"Viradouro";"2011";"205983,56";"11840,18";"0,014338";3556800
"Viradouro";"2012";"220540,76";"12595,13";"0,014146";3556800
"Viradouro";"2013";"244948,57";"13898,58";"0,014281";3556800
"Viradouro";"2014";"253586,88";"14295,44";"0,013647";3556800
"Viradouro";"2015";"269869,69";"15115,36";"0,013912";3556800
"Vista Alegre do Alto";"2011";"220518,48";"31565,77";"0,015349";3556909
"Vista Alegre do Alto";"2012";"264068,93";"37145,72";"0,016938";3556909
"Vista Alegre do Alto";"2013";"270327,37";"37358,67";"0,01576";3556909
"Vista Alegre do Alto";"2014";"285673,08";"38798,46";"0,015374";3556909
"Vista Alegre do Alto";"2015";"310135,11";"41389,98";"0,015987";3556909
"Vitória Brasil";"2011";"16860,58";"9695,56";"0,001174";3556958
"Vitória Brasil";"2012";"19387,99";"11129,73";"0,001244";3556958
"Vitória Brasil";"2013";"21815,77";"12501,88";"0,001272";3556958
"Vitória Brasil";"2014";"24593,34";"14069,42";"0,001324";3556958
"Vitória Brasil";"2015";"27589,56";"15756,46";"0,001422";3556958
"Votorantim";"2011";"2094207,39";"19069,45";"0,145768";3557006
"Votorantim";"2012";"2482293,49";"22371,67";"0,15922";3557006
"Votorantim";"2013";"2975837,72";"26545,33";"0,173494";3557006
"Votorantim";"2014";"4708770,05";"41573,4";"0,253405";3557006
"Votorantim";"2015";"4670572,95";"40813,49";"0,240765";3557006
