"Localidades";"Períodos";"Consumo de Energia Elétrica - Total (Em MWh)";"Consumo de Energia Elétrica - Industrial (Em MWh)";"Consumo de Energia Elétrica -  Comércio e Serviços (Em MWh)";"Consumo de Energia Elétrica - Rural (Em MWh)";"Consumo de Energia Elétrica - Residencial (Em MWh)";"Consumo de Energia Elétrica - Iluminação e Serviços Públicos e Outros (Em MWh)";"Cód. IBGE"
"São João do Pau d'Alho";"2014";"3642";"30";"403";"1008";"1525";"675";3549300
"São João do Pau d'Alho";"2015";"3509";"156";"330";"837";"1543";"643";3549300
"São João do Pau d'Alho";"2016";"3406";"127";"296";"793";"1567";"623";3549300
"São João do Pau d'Alho";"2017";"3716";"215";"309";"802";"1716";"674";3549300
"São Joaquim da Barra";"2013";"117709";"41659";"18908";"2338";"39349";"15455";3549409
"São Joaquim da Barra";"2014";"122343";"41791";"20495";"2511";"41997";"15549";3549409
"São Joaquim da Barra";"2015";"118801";"40478";"19554";"2473";"41312";"14985";3549409
"São Joaquim da Barra";"2016";"116169";"38436";"18963";"2550";"40893";"15327";3549409
"São Joaquim da Barra";"2017";"124971";"44522";"19472";"2734";"42260";"15983";3549409
"São José da Bela Vista";"2013";"9947";"131";"1254";"2677";"4768";"1117";3549508
"São José da Bela Vista";"2014";"10956";"128";"1296";"3378";"4985";"1169";3549508
"São José da Bela Vista";"2015";"10872";"115";"1276";"3393";"4884";"1203";3549508
"São José da Bela Vista";"2016";"10767";"110";"1222";"3225";"5000";"1210";3549508
"São José da Bela Vista";"2017";"11061";"105";"1137";"3481";"5173";"1166";3549508
"São José do Barreiro";"2013";"4386";"250";"666";"871";"2081";"517";3549607
"São José do Barreiro";"2014";"4556";"252";"648";"916";"2207";"533";3549607
"São José do Barreiro";"2015";"4637";"243";"692";"987";"2171";"544";3549607
"São José do Barreiro";"2016";"4828";"260";"733";"1006";"2253";"575";3549607
"São José do Barreiro";"2017";"5344";"304";"752";"1175";"2484";"630";3549607
"São José do Rio Pardo";"2013";"164481";"67489";"23062";"14851";"40699";"18381";3549706
"São José do Rio Pardo";"2014";"163815";"59842";"24216";"17289";"43657";"18811";3549706
"São José do Rio Pardo";"2015";"164902";"63519";"24015";"15464";"43083";"18821";3549706
"São José do Rio Pardo";"2016";"172473";"72042";"23999";"15014";"42919";"18498";3549706
"São José do Rio Pardo";"2017";"178007";"75336";"24054";"16251";"43756";"18609";3549706
"São José do Rio Preto";"2013";"1109239";"99072";"368959";"37517";"468196";"135495";3549805
"São José do Rio Preto";"2014";"1193556";"99299";"403255";"40285";"512289";"138429";3549805
"São José do Rio Preto";"2015";"1135253";"90063";"399774";"5034";"504481";"135902";3549805
"São José do Rio Preto";"2016";"1134542";"81040";"382283";"43232";"490636";"137352";3549805
"São José do Rio Preto";"2017";"1157751";"84413";"384902";"45875";"502904";"139656";3549805
"São José dos Campos";"2013";"1889773";"753057";"407527";"4786";"539177";"185226";3549904
"São José dos Campos";"2014";"1886191";"693295";"437086";"4906";"558367";"192538";3549904
"São José dos Campos";"2015";"1778746";"614209";"426207";"4455";"546584";"187290";3549904
"São José dos Campos";"2016";"1863937";"655956";"420740";"4386";"596669";"186186";3549904
"São José dos Campos";"2017";"1918025";"749063";"429600";"4354";"558236";"176771";3549904
"São Lourenço da Serra";"2013";"26575";"1706";"2512";"6460";"12535";"3361";3549953
"São Lourenço da Serra";"2014";"26785";"1733";"2623";"6451";"12582";"3396";3549953
"São Lourenço da Serra";"2015";"24593";"1021";"2553";"6792";"10908";"3318";3549953
"São Lourenço da Serra";"2016";"24594";"674";"2650";"6812";"10887";"3572";3549953
"São Lourenço da Serra";"2017";"25513";"448";"2655";"7659";"11221";"3529";3549953
"São Luís do Paraitinga";"2013";"14049";"228";"2007";"4300";"5590";"1924";3550001
"São Luís do Paraitinga";"2014";"14839";"311";"2064";"4727";"5883";"1854";3550001
"São Luís do Paraitinga";"2015";"14433";"312";"1944";"4852";"5520";"1805";3550001
"São Luís do Paraitinga";"2016";"14253";"309";"1880";"4792";"5492";"1781";3550001
"São Luís do Paraitinga";"2017";"15499";"327";"1974";"4922";"6419";"1857";3550001
"São Manuel";"2013";"66070";"7648";"12663";"5080";"29833";"10847";3550100
"São Manuel";"2014";"68191";"7383";"13372";"5651";"30890";"10895";3550100
"São Manuel";"2015";"64582";"6575";"13026";"5293";"29647";"10041";3550100
"São Manuel";"2016";"63692";"7108";"12248";"4719";"29529";"10087";3550100
"São Manuel";"2017";"67842";"11473";"12071";"4464";"29955";"9879";3550100
"São Miguel Arcanjo";"2013";"39205";"3005";"5468";"10768";"15755";"4208";3550209
"São Miguel Arcanjo";"2014";"41224";"2758";"6027";"11702";"16239";"4497";3550209
"São Miguel Arcanjo";"2015";"39793";"2318";"5833";"11022";"15950";"4670";3550209
"São Miguel Arcanjo";"2016";"39273";"1887";"5655";"11081";"15996";"4655";3550209
"São Miguel Arcanjo";"2017";"39878";"1798";"5610";"11739";"16263";"4468";3550209
"São Paulo";"2013";"29486140";"3759178";"10629767";"3547";"11904037";"3189611";3550308
"São Paulo";"2014";"30073839";"3644803";"11743717";"3146";"11350366";"3331807";3550308
"São Paulo";"2015";"28505180";"3227920";"11413249";"2335";"10676556";"3185120";3550308
"São Paulo";"2016";"27441478";"2893253";"10583558";"2339";"10922747";"3039580";3550308
"São Paulo";"2017";"27325398";"2795787";"10491103";"2305";"11066168";"2970035";3550308
"São Pedro";"2013";"63954";"3744";"12393";"4893";"34185";"8739";3550407
"São Pedro";"2014";"66861";"3793";"13032";"5229";"36151";"8655";3550407
"São Pedro";"2015";"65687";"3036";"12667";"5073";"35509";"9402";3550407
"São Pedro";"2016";"67195";"2787";"13272";"5079";"35303";"10754";3550407
"São Pedro";"2017";"69056";"2801";"13497";"5255";"36450";"11053";3550407
"São Pedro do Turvo";"2013";"14219";"5650";"878";"2468";"3647";"1575";3550506
"São Pedro do Turvo";"2014";"14983";"5766";"986";"2650";"3846";"1735";3550506
"São Pedro do Turvo";"2015";"14541";"5786";"973";"2494";"3705";"1583";3550506
"São Pedro do Turvo";"2016";"15191";"6418";"903";"2568";"3744";"1558";3550506
"São Pedro do Turvo";"2017";"15854";"6806";"1000";"2704";"3794";"1550";3550506
"São Roque";"2013";"204920";"65086";"33234";"5346";"77053";"24200";3550605
"São Roque";"2014";"209198";"62085";"37250";"5459";"79913";"24491";3550605
"São Roque";"2015";"206783";"56096";"42842";"5508";"77800";"24538";3550605
"São Roque";"2016";"199878";"51166";"42320";"5174";"77208";"24010";3550605
"São Roque";"2017";"203676";"53557";"42592";"5172";"77966";"24390";3550605
"São Sebastião";"2013";"358417";"166913";"53564";"93";"109028";"28819";3550704
"São Sebastião";"2014";"385887";"179481";"58498";"115";"117901";"29892";3550704
"São Sebastião";"2015";"380704";"173456";"60273";"166";"117722";"29087";3550704
"São Sebastião";"2016";"365117";"142717";"66133";"119";"128170";"27977";3550704
"São Sebastião";"2017";"373145";"152048";"73778";"98";"119552";"27669";3550704
"São Sebastião da Grama";"2013";"16905";"2009";"2319";"4540";"6540";"1497";3550803
"São Sebastião da Grama";"2014";"16955";"1754";"2455";"4426";"6767";"1553";3550803
"São Sebastião da Grama";"2015";"16754";"1615";"2428";"4542";"6635";"1534";3550803
"São Sebastião da Grama";"2016";"16183";"1536";"2234";"4211";"6692";"1511";3550803
"São Sebastião da Grama";"2017";"16074";"1533";"2083";"4322";"6669";"1467";3550803
"São Simão";"2013";"37977";"14196";"6325";"2491";"11159";"3806";3550902
"São Simão";"2014";"41183";"15660";"6967";"2747";"11914";"3894";3550902
"São Simão";"2015";"37178";"12591";"6671";"2601";"11565";"3750";3550902
"São Simão";"2016";"35443";"11872";"5923";"2514";"11248";"3885";3550902
"São Simão";"2017";"31577";"8256";"5573";"2649";"11243";"3855";3550902
"São Vicente";"2013";"521479";"43779";"106891";"-";"325682";"45128";3551009
"São Vicente";"2014";"548811";"42565";"111317";"-";"349098";"45832";3551009
"São Vicente";"2015";"525871";"40302";"112235";"-";"328455";"44879";3551009
"São Vicente";"2016";"495671";"38436";"108187";"-";"304086";"44962";3551009
"São Vicente";"2017";"499281";"40817";"101547";"-";"307974";"48944";3551009
"Sarapuí";"2013";"20209";"5935";"1526";"3663";"6771";"2314";3551108
"Sarapuí";"2014";"20185";"5270";"1613";"3779";"7157";"2366";3551108
"Sarapuí";"2015";"19732";"5020";"1568";"3860";"6995";"2289";3551108
"Sarapuí";"2016";"19640";"4993";"1521";"4014";"6791";"2321";3551108
"Sarapuí";"2017";"20815";"4996";"1525";"5045";"6855";"2394";3551108
"Sarutaiá";"2013";"4120";"55";"584";"671";"1876";"934";3551207
"Sarutaiá";"2014";"4228";"67";"580";"789";"1969";"823";3551207
"Sarutaiá";"2015";"3981";"50";"600";"629";"1920";"782";3551207
"Sarutaiá";"2016";"3924";"59";"556";"621";"1947";"740";3551207
"Sarutaiá";"2017";"4045";"61";"557";"692";"1979";"757";3551207
"Sebastianópolis do Sul";"2013";"9233";"3966";"884";"1497";"2071";"815";3551306
"Sebastianópolis do Sul";"2014";"8869";"3479";"936";"1418";"2195";"842";3551306
"Sebastianópolis do Sul";"2015";"9861";"3389";"2183";"1292";"2184";"814";3551306
"Sebastianópolis do Sul";"2016";"8282";"768";"3325";"1232";"2137";"821";3551306
"Sebastianópolis do Sul";"2017";"8345";"861";"3078";"1220";"2287";"900";3551306
"Serra Azul";"2013";"13310";"140";"1180";"1442";"6569";"3979";3551405
"Serra Azul";"2014";"14168";"147";"1242";"1547";"7234";"3998";3551405
"Serra Azul";"2015";"13977";"151";"1177";"1699";"7030";"3921";3551405
"Serra Azul";"2016";"14034";"208";"1219";"1607";"6915";"4085";3551405
"Serra Azul";"2017";"14402";"203";"1259";"1631";"7159";"4151";3551405
"Serra Negra";"2013";"62121";"3654";"17753";"6215";"26316";"8183";3551603
"Serra Negra";"2014";"64089";"3780";"18043";"6307";"26986";"8973";3551603
"Serra Negra";"2015";"62152";"3754";"17286";"5806";"26511";"8795";3551603
"Serra Negra";"2016";"61558";"3664";"16707";"5769";"26818";"8600";3551603
"Serra Negra";"2017";"62100";"3167";"16392";"5988";"27485";"9068";3551603
"Serrana";"2013";"59255";"10252";"8724";"1015";"30646";"8618";3551504
"Serrana";"2014";"60681";"8048";"9252";"956";"33319";"9107";3551504
"Serrana";"2015";"59768";"8323";"9085";"886";"32427";"9047";3551504
"Serrana";"2016";"56507";"6326";"8632";"837";"31870";"8843";3551504
"Serrana";"2017";"58583";"7299";"8547";"946";"32581";"9210";3551504
"Sertãozinho";"2013";"332030";"110154";"64306";"3176";"112453";"41940";3551702
"Sertãozinho";"2014";"347479";"110262";"66779";"3404";"122865";"44168";3551702
"Sertãozinho";"2015";"328316";"95908";"65940";"2989";"119315";"44165";3551702
"Sertãozinho";"2016";"314770";"89992";"62352";"2721";"115296";"44410";3551702
"Sertãozinho";"2017";"320946";"92265";"62366";"2696";"118794";"44824";3551702
"Sete Barras";"2013";"12525";"105";"1589";"3351";"5914";"1566";3551801
"Sete Barras";"2014";"13226";"151";"1704";"3456";"6349";"1566";3551801
"Sete Barras";"2015";"13097";"176";"1745";"3435";"6150";"1591";3551801
"Sete Barras";"2016";"13040";"203";"1609";"3400";"6179";"1648";3551801
"Sete Barras";"2017";"13762";"233";"1686";"3545";"6637";"1661";3551801
"Severínia";"2013";"21696";"1801";"4027";"1825";"10151";"3892";3551900
"Severínia";"2014";"22889";"1805";"4169";"2245";"10720";"3951";3551900
"Severínia";"2015";"21998";"1907";"3919";"1779";"10561";"3830";3551900
"Severínia";"2016";"22230";"2007";"3830";"2184";"10390";"3820";3551900
"Severínia";"2017";"22701";"1910";"3974";"2214";"10666";"3938";3551900
"Silveiras";"2013";"6356";"144";"597";"1508";"3193";"914";3552007
"Silveiras";"2014";"6704";"156";"665";"1585";"3394";"905";3552007
"Silveiras";"2015";"6614";"163";"701";"1554";"3299";"898";3552007
"Silveiras";"2016";"6540";"155";"667";"1530";"3323";"865";3552007
"Silveiras";"2017";"7083";"183";"726";"1663";"3600";"912";3552007
"Socorro";"2013";"76274";"13651";"13550";"14880";"29144";"5049";3552106
"Socorro";"2014";"80448";"15238";"13906";"16076";"29986";"5241";3552106
"Socorro";"2015";"80137";"15866";"13047";"15644";"29729";"5850";3552106
"Socorro";"2016";"82100";"16755";"14082";"15108";"30047";"6107";3552106
"Socorro";"2017";"84067";"18085";"13347";"15546";"30924";"6164";3552106
"Sorocaba";"2013";"2164682";"1031627";"358044";"4405";"627615";"142989";3552205
"Sorocaba";"2014";"2217046";"999358";"405092";"5821";"665045";"141729";3552205
"Sorocaba";"2015";"2100369";"901281";"396104";"7071";"656869";"139044";3552205
"Sorocaba";"2016";"2001243";"843755";"372902";"5830";"641003";"137753";3552205
"Sorocaba";"2017";"2037935";"863740";"387346";"4907";"644976";"136967";3552205
"Sud Mennucci";"2013";"11983";"1128";"1628";"2539";"5160";"1528";3552304
"Sud Mennucci";"2014";"13030";"1233";"1761";"2794";"5469";"1774";3552304
"Sud Mennucci";"2015";"12777";"472";"2509";"2854";"5356";"1586";3552304
"Sud Mennucci";"2016";"12625";"163";"2827";"2712";"5289";"1633";3552304
"Sud Mennucci";"2017";"13652";"137";"2998";"3163";"5661";"1692";3552304
"Sumaré";"2013";"931422";"584002";"97592";"7115";"208454";"34259";3552403
"Sumaré";"2014";"967274";"594264";"108939";"8190";"221643";"34238";3552403
"Sumaré";"2015";"942893";"574560";"106027";"8709";"218496";"35101";3552403
"Sumaré";"2016";"918592";"550377";"98601";"9931";"218957";"40725";3552403
"Sumaré";"2017";"936607";"557272";"99637";"10777";"226010";"42911";3552403
"Suzanápolis";"2013";"6859";"1023";"567";"2360";"1995";"914";3552551
"Suzanápolis";"2014";"7178";"1325";"592";"2164";"2142";"955";3552551
"Suzanápolis";"2015";"6823";"1100";"581";"2114";"2084";"944";3552551
"Suzanápolis";"2016";"6833";"1134";"532";"2192";"2047";"928";3552551
"Suzanápolis";"2017";"7908";"1852";"535";"2300";"2239";"983";3552551
"Suzano";"2013";"1323385";"843738";"96302";"8870";"192258";"182217";3552502
"Suzano";"2014";"1356397";"838007";"101607";"9304";"198425";"209053";3552502
"Suzano";"2015";"1348010";"859442";"99411";"8055";"195722";"185380";3552502
"Suzano";"2016";"1355372";"866280";"99229";"7145";"197228";"185489";3552502
"Suzano";"2017";"1364498";"872628";"102982";"7239";"201938";"179711";3552502
"Tabapuã";"2013";"19082";"1198";"3106";"3038";"8594";"3146";3552601
"Tabapuã";"2014";"20606";"1069";"3387";"3633";"9264";"3253";3552601
"Tabapuã";"2015";"20253";"664";"3351";"3615";"9318";"3305";3552601
"Tabapuã";"2016";"20287";"383";"3272";"3970";"9394";"3268";3552601
"Tabapuã";"2017";"20642";"362";"3283";"3932";"9749";"3316";3552601
"Tabatinga";"2013";"25814";"4924";"3209";"3858";"10676";"3146";3552700
"Tabatinga";"2014";"27189";"4571";"3274";"4635";"11471";"3237";3552700
"Tabatinga";"2015";"26689";"4774";"3046";"4386";"11228";"3256";3552700
"Tabatinga";"2016";"25509";"4492";"2799";"4386";"10584";"3247";3552700
"Tabatinga";"2017";"27169";"5082";"2838";"4789";"11091";"3371";3552700
"Taboão da Serra";"2013";"537506";"187657";"103202";"15";"227879";"18752";3552809
"Taboão da Serra";"2014";"546646";"191233";"106592";"13";"229312";"19496";3552809
"Taboão da Serra";"2015";"516359";"172168";"108742";"6";"216520";"18924";3552809
"Taboão da Serra";"2016";"509415";"167240";"103910";"7";"219530";"18729";3552809
"Taboão da Serra";"2017";"522984";"171097";"107946";"8";"224061";"19872";3552809
"Taciba";"2013";"7032";"115";"688";"1604";"3239";"1385";3552908
"Taciba";"2014";"7627";"113";"756";"1759";"3573";"1427";3552908
"Taciba";"2015";"7499";"88";"795";"1698";"3565";"1353";3552908
"Taciba";"2016";"7552";"209";"702";"1684";"3557";"1400";3552908
"Taciba";"2017";"8251";"278";"732";"1810";"3920";"1511";3552908
"Taguaí";"2013";"16380";"3411";"2239";"2030";"6643";"2057";3553005
"Taguaí";"2014";"17332";"3580";"2407";"2103";"7105";"2136";3553005
"Taguaí";"2015";"16557";"2993";"2387";"2071";"7186";"1920";3553005
"Taguaí";"2016";"16113";"2569";"2196";"2154";"7195";"1998";3553005
"Taguaí";"2017";"16419";"2478";"2623";"1880";"7446";"1991";3553005
"Taiaçu";"2013";"8576";"32";"966";"2334";"3941";"1304";3553104
"Taiaçu";"2014";"9415";"223";"1019";"2605";"4188";"1380";3553104
"Taiaçu";"2015";"8877";"249";"965";"2260";"4090";"1312";3553104
"Taiaçu";"2016";"8594";"73";"882";"2138";"4157";"1344";3553104
"Taiaçu";"2017";"9099";"64";"923";"2408";"4240";"1463";3553104
"Taiúva";"2013";"11851";"2054";"1985";"1115";"4171";"2527";3553203
"Taiúva";"2014";"12625";"2061";"2078";"1318";"4505";"2662";3553203
"Taiúva";"2015";"11388";"1501";"1914";"1082";"4329";"2562";3553203
"Taiúva";"2016";"11431";"1897";"1751";"984";"4324";"2475";3553203
"Taiúva";"2017";"12195";"2136";"1739";"1189";"4453";"2679";3553203
"Tambaú";"2013";"87338";"49867";"7628";"9459";"15259";"5126";3553302
"Tambaú";"2014";"88727";"51011";"7910";"10138";"15143";"4524";3553302
"Tambaú";"2015";"82915";"48327";"7026";"7691";"14870";"5001";3553302
"Tambaú";"2016";"78999";"43289";"6411";"8931";"14865";"5503";3553302
"Tambaú";"2017";"79429";"42944";"6773";"8626";"15647";"5438";3553302
"Tanabi";"2013";"52802";"14548";"7274";"5233";"19511";"6235";3553401
"Tanabi";"2014";"54515";"13526";"8136";"5550";"20889";"6413";3553401
"Tanabi";"2015";"54199";"13750";"8576";"5004";"20458";"6412";3553401
"Tanabi";"2016";"51989";"12477";"8318";"4845";"19811";"6539";3553401
"Tanabi";"2017";"51835";"11890";"8195";"4930";"20202";"6618";3553401
"Tapiraí";"2013";"10495";"814";"2281";"1733";"4278";"1390";3553500
"Tapiraí";"2014";"11592";"797";"2400";"2362";"4471";"1562";3553500
"Tapiraí";"2015";"11518";"750";"2398";"2306";"4418";"1644";3553500
"Tapiraí";"2016";"11166";"807";"2258";"2221";"4376";"1504";3553500
"Tapiraí";"2017";"11699";"769";"2365";"2418";"4592";"1554";3553500
"Tapiratiba";"2013";"20254";"1114";"2096";"7350";"7784";"1911";3553609
"Tapiratiba";"2014";"21140";"1114";"2242";"7748";"8118";"1918";3553609
"Tapiratiba";"2015";"20818";"871";"2160";"7853";"8064";"1871";3553609
"Tapiratiba";"2016";"20520";"214";"2143";"8140";"8144";"1880";3553609
"Tapiratiba";"2017";"22475";"288";"2033";"9957";"8289";"1908";3553609
"Taquaral";"2013";"6150";"19";"417";"3102";"1675";"937";3553658
"Taquaral";"2014";"7136";"22";"444";"4003";"1797";"870";3553658
"Taquaral";"2015";"5894";"23";"413";"2887";"1723";"848";3553658
"Taquaral";"2016";"7571";"25";"387";"4631";"1714";"814";3553658
"Taquaral";"2017";"7827";"27";"383";"4804";"1777";"837";3553658
"Taquaritinga";"2013";"99726";"13280";"20630";"7196";"42456";"16163";3553708
"Taquaritinga";"2014";"106992";"14089";"21898";"8663";"45314";"17027";3553708
"Taquaritinga";"2015";"103956";"15465";"20943";"6979";"44369";"16200";3553708
"Taquaritinga";"2016";"101048";"15327";"19146";"7550";"43352";"15673";3553708
"Taquaritinga";"2017";"103518";"13857";"19539";"8444";"44563";"17115";3553708
"Taquarituba";"2013";"45862";"7413";"7138";"13541";"13100";"4669";3553807
"Taquarituba";"2014";"51767";"7040";"7061";"19265";"13551";"4850";3553807
"Taquarituba";"2015";"47779";"7028";"6071";"16419";"13366";"4895";3553807
"Taquarituba";"2016";"53950";"6978";"6053";"22777";"13554";"4588";3553807
"Taquarituba";"2017";"53602";"6857";"6077";"21513";"14049";"5106";3553807
"Taquarivaí";"2013";"11956";"709";"1041";"7121";"2116";"969";3553856
"Taquarivaí";"2014";"12968";"706";"1548";"7497";"2211";"1007";3553856
"Taquarivaí";"2015";"11677";"542";"2681";"5296";"2171";"987";3553856
"Taquarivaí";"2016";"12037";"458";"2876";"5425";"2243";"1035";3553856
"Taquarivaí";"2017";"12700";"422";"2979";"5787";"2491";"1020";3553856
"Tarabai";"2013";"9714";"2266";"1223";"1063";"3715";"1446";3553906
"Tarabai";"2014";"9772";"1999";"1261";"1129";"3892";"1491";3553906
"Tarabai";"2015";"9819";"1975";"1457";"1037";"3907";"1443";3553906
"Tarabai";"2016";"9867";"2301";"1432";"970";"3768";"1395";3553906
"Tarabai";"2017";"9815";"1858";"1427";"1029";"4030";"1471";3553906
"Tarumã";"2013";"37144";"21376";"2622";"1767";"8497";"2882";3553955
"Tarumã";"2014";"38476";"21105";"3457";"1735";"9102";"3077";3553955
